Date,Open,High,Low,Close,Adj Close,Volume
2019-06-25,1.2699999809265137,1.2799999713897705,1.2699999809265137,1.2699999809265137,1.2699999809265137,3800
2019-06-26,1.2699999809265137,1.399999976158142,1.2699999809265137,1.3899999856948853,1.3899999856948853,43500
2019-06-27,1.399999976158142,1.399999976158142,1.25,1.2699999809265137,1.2699999809265137,60200
2019-06-28,1.2699999809265137,1.2899999618530273,1.2599999904632568,1.2799999713897705,1.2799999713897705,8400
2019-07-01,1.2699999809265137,1.2699999809265137,1.2599999904632568,1.2599999904632568,1.2599999904632568,6900
2019-07-02,1.2699999809265137,1.2999999523162842,1.2699999809265137,1.2699999809265137,1.2699999809265137,13700
2019-07-03,1.2799999713897705,1.2999999523162842,1.2699999809265137,1.2999999523162842,1.2999999523162842,23000
2019-07-05,1.2999999523162842,1.2999999523162842,1.2899999618530273,1.2899999618530273,1.2899999618530273,2500
2019-07-08,1.309999942779541,1.409999966621399,1.25,1.409999966621399,1.409999966621399,118400
2019-07-09,1.3700000047683716,1.3899999856948853,1.3300000429153442,1.3300000429153442,1.3300000429153442,13800
2019-07-10,1.3200000524520874,1.3200000524520874,1.2200000286102295,1.2400000095367432,1.2400000095367432,72100
2019-07-11,1.2599999904632568,1.3300000429153442,1.2599999904632568,1.2899999618530273,1.2899999618530273,16800
2019-07-12,1.2799999713897705,1.2799999713897705,1.25,1.25,1.25,22600
2019-07-15,1.3300000429153442,1.3300000429153442,1.2699999809265137,1.2899999618530273,1.2899999618530273,32300
2019-07-16,1.2599999904632568,1.2799999713897705,1.25,1.25,1.25,32000
2019-07-17,1.3300000429153442,1.3300000429153442,1.25,1.2599999904632568,1.2599999904632568,14000
2019-07-18,1.2699999809265137,1.2699999809265137,1.159999966621399,1.1799999475479126,1.1799999475479126,89600
2019-07-19,1.1699999570846558,1.190000057220459,1.1699999570846558,1.1799999475479126,1.1799999475479126,16700
2019-07-22,1.1799999475479126,1.1799999475479126,1.0800000429153442,1.1200000047683716,1.1200000047683716,50000
2019-07-23,1.1200000047683716,1.1299999952316284,1.090000033378601,1.100000023841858,1.100000023841858,31900
2019-07-24,1.100000023841858,1.100000023841858,1.0499999523162842,1.090000033378601,1.090000033378601,18800
2019-07-25,1.090000033378601,1.090000033378601,1.0499999523162842,1.059999942779541,1.059999942779541,26100
2019-07-26,1.0399999618530273,1.100000023841858,1.0399999618530273,1.0800000429153442,1.0800000429153442,33100
2019-07-29,1.090000033378601,1.090000033378601,1.0399999618530273,1.0499999523162842,1.0499999523162842,28200
2019-07-30,1.059999942779541,1.1299999952316284,1.0399999618530273,1.0700000524520874,1.0700000524520874,115200
2019-07-31,1.100000023841858,1.100000023841858,1.0399999618530273,1.0800000429153442,1.0800000429153442,27800
2019-08-01,1.100000023841858,1.1100000143051147,1.090000033378601,1.100000023841858,1.100000023841858,48500
2019-08-02,1.1100000143051147,1.1100000143051147,1.0499999523162842,1.059999942779541,1.059999942779541,17500
2019-08-05,1.059999942779541,1.059999942779541,1.0,1.0099999904632568,1.0099999904632568,29800
2019-08-06,1.0199999809265137,1.0199999809265137,0.9800000190734863,0.9800000190734863,0.9800000190734863,29500
2019-08-07,0.8600000143051147,0.9399999976158142,0.8600000143051147,0.8999999761581421,0.8999999761581421,61300
2019-08-08,0.8999999761581421,0.9900000095367432,0.8999999761581421,0.9599999785423279,0.9599999785423279,29300
2019-08-09,0.9800000190734863,1.100000023841858,0.9800000190734863,0.9800000190734863,0.9800000190734863,36600
2019-08-12,1.0499999523162842,1.0499999523162842,0.949999988079071,1.0,1.0,38600
2019-08-13,1.0,1.0,0.949999988079071,0.9800000190734863,0.9800000190734863,59300
2019-08-14,1.0,1.0,0.9100000262260437,0.9599999785423279,0.9599999785423279,28200
2019-08-15,0.9200000166893005,0.9200000166893005,0.8600000143051147,0.8600000143051147,0.8600000143051147,40000
2019-08-16,0.8700000047683716,0.9599999785423279,0.8700000047683716,0.8999999761581421,0.8999999761581421,17900
2019-08-19,0.9399999976158142,0.9800000190734863,0.8600000143051147,0.9300000071525574,0.9300000071525574,36000
2019-08-20,0.9599999785423279,0.9599999785423279,0.9300000071525574,0.9599999785423279,0.9599999785423279,9500
2019-08-21,0.9599999785423279,0.9800000190734863,0.8700000047683716,0.9399999976158142,0.9399999976158142,37900
2019-08-22,0.9100000262260437,0.949999988079071,0.9100000262260437,0.9200000166893005,0.9200000166893005,6300
2019-08-23,0.9399999976158142,0.949999988079071,0.9100000262260437,0.9100000262260437,0.9100000262260437,8300
2019-08-26,0.949999988079071,0.949999988079071,0.9200000166893005,0.949999988079071,0.949999988079071,6800
2019-08-27,0.949999988079071,0.949999988079071,0.9100000262260437,0.9399999976158142,0.9399999976158142,8100
2019-08-28,0.9200000166893005,0.949999988079071,0.9200000166893005,0.9399999976158142,0.9399999976158142,7700
2019-08-29,0.9300000071525574,0.949999988079071,0.9300000071525574,0.949999988079071,0.949999988079071,11200
2019-08-30,0.9800000190734863,0.9800000190734863,0.949999988079071,0.9599999785423279,0.9599999785423279,15300
2019-09-03,0.9800000190734863,1.0399999618530273,0.9599999785423279,1.0299999713897705,1.0299999713897705,80400
2019-09-04,1.0,1.0299999713897705,0.9900000095367432,0.9900000095367432,0.9900000095367432,28100
2019-09-05,1.0,1.059999942779541,1.0,1.0499999523162842,1.0499999523162842,43900
2019-09-06,1.0399999618530273,1.0499999523162842,0.949999988079071,1.0099999904632568,1.0099999904632568,51000
2019-09-09,1.0,1.0399999618530273,1.0,1.0299999713897705,1.0299999713897705,17000
2019-09-10,1.0299999713897705,1.0499999523162842,1.0299999713897705,1.0399999618530273,1.0399999618530273,6900
2019-09-11,1.0299999713897705,1.0499999523162842,1.0,1.0,1.0,29200
2019-09-12,1.0299999713897705,1.0499999523162842,1.0199999809265137,1.0399999618530273,1.0399999618530273,14100
2019-09-13,1.0700000524520874,1.0700000524520874,1.0299999713897705,1.059999942779541,1.059999942779541,30900
2019-09-16,1.2000000476837158,1.350000023841858,1.1100000143051147,1.2200000286102295,1.2200000286102295,385100
