Date,Open,High,Low,Close,Adj Close,Volume
2024-05-16,190.47000122070312,191.10000610351562,189.66000366210938,189.83999633789062,189.62051391601562,52845200
2024-05-17,189.50999450683594,190.80999755859375,189.17999267578125,189.8699951171875,189.65048217773438,41282900
2024-05-20,189.3300018310547,191.9199981689453,189.00999450683594,191.0399932861328,190.81912231445312,44361300
2024-05-21,191.08999633789062,192.72999572753906,190.9199981689453,192.35000610351562,192.12762451171875,42309400
2024-05-22,192.27000427246094,192.82000732421875,190.27000427246094,190.89999389648438,190.67929077148438,34648500
2024-05-23,190.97999572753906,191.0,186.6300048828125,186.8800048828125,186.6639404296875,51005900
2024-05-24,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,189.76034545898438,36294600
2024-05-28,191.50999450683594,193.0,189.10000610351562,189.99000549316406,189.77035522460938,52280100
2024-05-29,189.61000061035156,192.25,189.50999450683594,190.2899932861328,190.0699920654297,53068000
2024-05-30,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,191.06883239746094,49947900
2024-05-31,191.44000244140625,192.57000732421875,189.91000366210938,192.25,192.02772521972656,75158300
2024-06-03,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,193.8056640625,50080500
2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,194.12530517578125,47471400
2024-06-05,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,195.64353942871094,54156800
2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753906,194.25514221191406,41181800
2024-06-07,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,196.66236877441406,53103900
2024-06-10,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,192.89671325683594,97262100
2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,206.91049194335938,172373300
2024-06-12,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,212.82366943359375,198134300
2024-06-13,214.74000549316406,216.75,211.60000610351562,214.24000549316406,213.9923095703125,97862700
2024-06-14,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,212.2443389892578,70122700
2024-06-17,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,216.41949462890625,93728300
2024-06-18,217.58999633789062,218.6300048828125,213.0,214.2899932861328,214.042236328125,79943300
2024-06-20,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,209.4375762939453,86172500
2024-06-21,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,207.2501220703125,246421400
2024-06-24,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,207.89935302734375,80727000
2024-06-25,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,208.8282928466797,56713900
2024-06-26,211.5,214.86000061035156,210.63999938964844,213.25,213.00344848632812,66213200
2024-06-27,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,213.85247802734375,49772700
2024-06-28,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,210.37648010253906,82542700
2024-07-01,212.08999633789062,217.50999450683594,211.9199981689453,216.75,216.49940490722656,60402900
2024-07-02,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,220.0153350830078,58046200
2024-07-03,220.0,221.5500030517578,219.02999877929688,221.5500030517578,221.29385375976562,37369800
2024-07-05,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,226.07830810546875,60412400
2024-07-08,227.08999633789062,227.85000610351562,223.25,227.82000732421875,227.55661010742188,59085900
2024-07-09,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,228.4156036376953,48076100
2024-07-10,229.3000030517578,233.0800018310547,229.25,232.97999572753906,232.71063232421875,62627700
2024-07-11,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,227.30690002441406,64710600
2024-07-12,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,230.27345275878906,53046500
2024-07-15,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,234.12899780273438,62631300
2024-07-16,235.0,236.27000427246094,232.3300018310547,234.82000732421875,234.54852294921875,43234300
