Date,Open,High,Low,Close,Adj Close,Volume
2024-05-16,94.91000366210938,95.81900024414062,94.10299682617188,94.35900115966797,94.35124969482422,323952000
2024-05-17,94.36900329589844,94.73999786376953,91.80599975585938,92.47899627685547,92.47139739990234,359691000
2024-05-20,93.75,95.19999694824219,93.44000244140625,94.77999877929688,94.772216796875,318764000
2024-05-21,93.5989990234375,95.4000015258789,93.18000030517578,95.38600158691406,95.37816619873047,328946000
2024-05-22,95.45899963378906,96.0199966430664,93.2490005493164,94.94999694824219,94.94219970703125,548648000
2024-05-23,102.02799987792969,106.31999969482422,101.5199966430664,103.79900360107422,103.79048156738281,835065000
2024-05-24,104.4489974975586,106.4749984741211,103.0,106.46900177001953,106.46025848388672,429494000
2024-05-28,110.24400329589844,114.93900299072266,109.88300323486328,113.9010009765625,113.89164733886719,652728000
2024-05-29,113.05000305175781,115.49199676513672,110.9010009765625,114.82499694824219,114.81556701660156,557442000
2024-05-30,114.6500015258789,115.81900024414062,109.66300201416016,110.5,110.49092102050781,487350000
2024-05-31,112.5199966430664,112.71700286865234,106.94000244140625,109.63300323486328,109.6240005493164,613263000
2024-06-03,113.62100219726562,115.0,112.00299835205078,115.0,114.99055480957031,438392000
2024-06-04,115.71600341796875,116.5999984741211,114.04499816894531,116.43699645996094,116.42742919921875,403324000
2024-06-05,118.37100219726562,122.4489974975586,117.46800231933594,122.44000244140625,122.42994689941406,528402000
2024-06-06,124.0479965209961,125.58699798583984,118.31999969482422,120.99800109863281,120.9880599975586,664696000
2024-06-07,119.7699966430664,121.69200134277344,118.02200317382812,120.88800048828125,120.8780746459961,412386000
2024-06-10,120.37000274658203,123.0999984741211,117.01000213623047,121.79000091552734,121.77999877929688,314162700
2024-06-11,121.7699966430664,122.87000274658203,118.73999786376953,120.91000366210938,120.91000366210938,222551200
2024-06-12,123.05999755859375,126.87999725341797,122.56999969482422,125.19999694824219,125.19999694824219,299595000
2024-06-13,129.38999938964844,129.8000030517578,127.16000366210938,129.61000061035156,129.61000061035156,260704500
2024-06-14,129.9600067138672,132.83999633789062,128.32000732421875,131.8800048828125,131.8800048828125,309320400
2024-06-17,132.99000549316406,133.72999572753906,129.5800018310547,130.97999572753906,130.97999572753906,288504400
2024-06-18,131.13999938964844,136.3300018310547,130.69000244140625,135.5800018310547,135.5800018310547,294335100
2024-06-20,139.8000030517578,140.75999450683594,129.52000427246094,130.77999877929688,130.77999877929688,517768400
2024-06-21,127.12000274658203,130.6300048828125,124.30000305175781,126.56999969482422,126.56999969482422,655484700
2024-06-24,123.23999786376953,124.45999908447266,118.04000091552734,118.11000061035156,118.11000061035156,476060900
2024-06-25,121.19999694824219,126.5,119.31999969482422,126.08999633789062,126.08999633789062,425787500
2024-06-26,126.12999725341797,128.1199951171875,122.5999984741211,126.4000015258789,126.4000015258789,362975900
2024-06-27,124.0999984741211,126.41000366210938,122.91999816894531,123.98999786376953,123.98999786376953,252571700
2024-06-28,124.58000183105469,127.70999908447266,122.75,123.54000091552734,123.54000091552734,315516700
2024-07-01,123.47000122070312,124.83999633789062,118.83000183105469,124.30000305175781,124.30000305175781,284885500
2024-07-02,121.12999725341797,123.41000366210938,121.02999877929688,122.66999816894531,122.66999816894531,218374000
2024-07-03,121.66000366210938,128.27999877929688,121.36000061035156,128.27999877929688,128.27999877929688,215749000
2024-07-05,127.37999725341797,128.85000610351562,125.68000030517578,125.83000183105469,125.83000183105469,214176700
2024-07-08,127.48999786376953,130.77000427246094,127.04000091552734,128.1999969482422,128.1999969482422,237677300
2024-07-09,130.35000610351562,133.82000732421875,128.64999389648438,131.3800048828125,131.3800048828125,285366600
2024-07-10,134.02999877929688,135.10000610351562,132.4199981689453,134.91000366210938,134.91000366210938,248978600
2024-07-11,135.75,136.14999389648438,127.05000305175781,127.4000015258789,127.4000015258789,374782700
2024-07-12,128.25999450683594,131.9199981689453,127.22000122070312,129.24000549316406,129.24000549316406,252680500
2024-07-15,130.55999755859375,131.38999938964844,127.18000030517578,128.44000244140625,128.44000244140625,208326200
2024-07-16,128.44000244140625,129.0399932861328,124.58000183105469,126.36000061035156,126.36000061035156,214769500
2024-07-17,121.3499984741211,121.8499984741211,116.72000122070312,117.98999786376953,117.98999786376953,390086200
2024-07-18,121.8499984741211,122.4000015258789,116.55999755859375,121.08999633789062,121.08999633789062,320979500
2024-07-19,120.3499984741211,121.5999984741211,117.37000274658203,117.93000030517578,117.93000030517578,217223800
2024-07-22,120.3499984741211,124.06999969482422,119.86000061035156,123.54000091552734,123.54000091552734,258068900
2024-07-23,122.77999877929688,124.69000244140625,122.0999984741211,122.58999633789062,122.58999633789062,173911000
2024-07-24,119.16999816894531,119.94999694824219,113.44000244140625,114.25,114.25,327776900
2024-07-25,113.04000091552734,116.62999725341797,106.30000305175781,112.27999877929688,112.27999877929688,460067000
2024-07-26,116.19000244140625,116.19999694824219,111.58000183105469,113.05999755859375,113.05999755859375,293399100
2024-07-29,113.69000244140625,116.27999877929688,111.30000305175781,111.58999633789062,111.58999633789062,248152100
2024-07-30,111.5199966430664,111.98999786376953,102.54000091552734,103.7300033569336,103.7300033569336,486833300
2024-07-31,112.9000015258789,118.33999633789062,110.87999725341797,117.0199966430664,117.0199966430664,473174200
2024-08-01,117.52999877929688,120.16000366210938,106.80999755859375,109.20999908447266,109.20999908447266,523462300
2024-08-02,103.76000213623047,108.72000122070312,101.37000274658203,107.2699966430664,107.2699966430664,482027500
2024-08-05,92.05999755859375,103.41000366210938,90.69000244140625,100.44999694824219,100.44999694824219,552842400
2024-08-06,103.83999633789062,107.70999908447266,100.55000305175781,104.25,104.25,409012100
2024-08-07,107.80999755859375,108.80000305175781,98.69000244140625,98.91000366210938,98.91000366210938,411440400
2024-08-08,102.0,105.5,97.5199966430664,104.97000122070312,104.97000122070312,391910000
2024-08-09,105.63999938964844,106.5999984741211,103.43000030517578,104.75,104.75,290844200
2024-08-12,106.31999969482422,111.06999969482422,106.26000213623047,109.0199966430664,109.0199966430664,325559900
2024-08-13,112.44000244140625,116.2300033569336,111.58000183105469,116.13999938964844,116.13999938964844,312646700
