Datetime,Open,High,Low,Close,Adj Close,Volume
2024-06-18 09:30:00-04:00,131.0399932861328,131.77999877929688,130.7700958251953,131.77000427246094,131.77000427246094,20283193
2024-06-18 09:35:00-04:00,131.76100158691406,132.25,131.5,131.6999969482422,131.6999969482422,6499617
2024-06-18 09:40:00-04:00,131.69979858398438,131.90989685058594,131.13999938964844,131.52999877929688,131.52999877929688,4836428
2024-06-18 09:45:00-04:00,131.52999877929688,132.139892578125,131.52000427246094,131.84010314941406,131.84010314941406,5365027
2024-06-18 09:50:00-04:00,131.83999633789062,132.63999938964844,131.6999969482422,132.6295928955078,132.6295928955078,6756732
2024-06-18 09:55:00-04:00,132.5959930419922,133.35000610351562,132.55999755859375,133.19000244140625,133.19000244140625,8158302
2024-06-18 10:00:00-04:00,133.19000244140625,133.25999450683594,132.80999755859375,133.05499267578125,133.05499267578125,4697525
2024-06-18 10:05:00-04:00,133.07000732421875,133.3800048828125,132.85000610351562,133.24000549316406,133.24000549316406,4439308
2024-06-18 10:10:00-04:00,133.25,133.7100067138672,133.2100067138672,133.62989807128906,133.62989807128906,5599824
2024-06-18 10:15:00-04:00,133.62640380859375,133.7198944091797,133.00999450683594,133.0449981689453,133.0449981689453,4282177
2024-06-18 10:20:00-04:00,133.0500030517578,133.4499053955078,132.6999969482422,133.33999633789062,133.33999633789062,4790046
2024-06-18 10:25:00-04:00,133.35000610351562,133.35000610351562,132.92999267578125,133.05999755859375,133.05999755859375,2555054
2024-06-18 10:30:00-04:00,133.07000732421875,133.42999267578125,132.99000549316406,133.35499572753906,133.35499572753906,2615552
2024-06-18 10:35:00-04:00,133.3596954345703,133.47000122070312,133.2100067138672,133.38360595703125,133.38360595703125,2425081
2024-06-18 10:40:00-04:00,133.38360595703125,133.4499969482422,133.0,133.0500946044922,133.0500946044922,2444064
2024-06-18 10:45:00-04:00,133.05999755859375,133.42999267578125,132.89999389648438,133.3000030517578,133.3000030517578,2767434
2024-06-18 10:50:00-04:00,133.2899932861328,133.4499969482422,133.16000366210938,133.2133026123047,133.2133026123047,2093492
2024-06-18 10:55:00-04:00,133.25,133.36000061035156,132.9600067138672,133.1822052001953,133.1822052001953,2635295
2024-06-18 11:00:00-04:00,133.19000244140625,133.5800018310547,133.19000244140625,133.36000061035156,133.36000061035156,3452134
2024-06-18 11:05:00-04:00,133.36500549316406,133.5,133.22000122070312,133.25999450683594,133.25999450683594,2291163
2024-06-18 11:10:00-04:00,133.2550048828125,133.4199981689453,132.6999969482422,132.77000427246094,132.77000427246094,3627755
2024-06-18 11:15:00-04:00,132.77259826660156,133.2899932861328,132.7700958251953,133.189697265625,133.189697265625,2253914
2024-06-18 11:20:00-04:00,133.17999267578125,133.4600067138672,133.1300048828125,133.35000610351562,133.35000610351562,2279937
2024-06-18 11:25:00-04:00,133.33999633789062,133.50999450683594,133.3000030517578,133.47000122070312,133.47000122070312,2322055
2024-06-18 11:30:00-04:00,133.46180725097656,133.58999633789062,133.32000732421875,133.4199981689453,133.4199981689453,2268828
2024-06-18 11:35:00-04:00,133.4149932861328,134.19000244140625,133.35000610351562,134.03599548339844,134.03599548339844,6436282
2024-06-18 11:40:00-04:00,134.03990173339844,134.5749969482422,134.02999877929688,134.56959533691406,134.56959533691406,4398978
2024-06-18 11:45:00-04:00,134.5601043701172,134.8000030517578,134.44000244140625,134.5800018310547,134.5800018310547,4380278
2024-06-18 11:50:00-04:00,134.58009338378906,134.64999389648438,134.00999450683594,134.33009338378906,134.33009338378906,3331338
2024-06-18 11:55:00-04:00,134.33200073242188,134.7259979248047,134.25999450683594,134.58380126953125,134.58380126953125,2515818
2024-06-18 12:00:00-04:00,134.5800018310547,134.64990234375,134.41000366210938,134.55099487304688,134.55099487304688,2029277
2024-06-18 12:05:00-04:00,134.5500946044922,134.58999633789062,134.35000610351562,134.42990112304688,134.42990112304688,1832294
2024-06-18 12:10:00-04:00,134.4199981689453,134.44000244140625,134.02000427246094,134.17999267578125,134.17999267578125,2443231
2024-06-18 12:15:00-04:00,134.1699981689453,134.35000610351562,134.1300048828125,134.3300018310547,134.3300018310547,1762734
2024-06-18 12:20:00-04:00,134.32980346679688,134.44000244140625,134.14999389648438,134.3341064453125,134.3341064453125,1674784
2024-06-18 12:25:00-04:00,134.3300018310547,134.60000610351562,134.3000030517578,134.44569396972656,134.44569396972656,2351988
2024-06-18 12:30:00-04:00,134.44000244140625,134.5399932861328,134.33999633789062,134.5,134.5,1777298
2024-06-18 12:35:00-04:00,134.49000549316406,134.5399932861328,134.25,134.50030517578125,134.50030517578125,1915453
2024-06-18 12:40:00-04:00,134.50999450683594,134.6999969482422,134.3800048828125,134.4259033203125,134.4259033203125,2145989
2024-06-18 12:45:00-04:00,134.42999267578125,134.5500030517578,134.2899932861328,134.46499633789062,134.46499633789062,1707701
2024-06-18 12:50:00-04:00,134.47000122070312,134.75,134.4600067138672,134.68499755859375,134.68499755859375,2526812
2024-06-18 12:55:00-04:00,134.67999267578125,134.99000549316406,134.61000061035156,134.9698944091797,134.9698944091797,4791062
2024-06-18 13:00:00-04:00,134.96499633789062,135.42999267578125,134.89999389648438,135.35049438476562,135.35049438476562,6071462
2024-06-18 13:05:00-04:00,135.35000610351562,135.36000061035156,134.89999389648438,135.19000244140625,135.19000244140625,3198849
2024-06-18 13:10:00-04:00,135.18499755859375,135.25,134.91000366210938,134.99000549316406,134.99000549316406,2505426
2024-06-18 13:15:00-04:00,134.98500061035156,135.2100067138672,134.92999267578125,135.1699981689453,135.1699981689453,1868723
2024-06-18 13:20:00-04:00,135.1649932861328,135.52999877929688,135.0500030517578,135.47000122070312,135.47000122070312,2865073
2024-06-18 13:25:00-04:00,135.47000122070312,135.72999572753906,135.35000610351562,135.6199951171875,135.6199951171875,3015721
2024-06-18 13:30:00-04:00,135.639892578125,135.74000549316406,135.42999267578125,135.6199951171875,135.6199951171875,2839537
2024-06-18 13:35:00-04:00,135.61990356445312,135.74000549316406,135.52999877929688,135.6300048828125,135.6300048828125,1922505
2024-06-18 13:40:00-04:00,135.6199951171875,135.68800354003906,135.47000122070312,135.61050415039062,135.61050415039062,2049942
2024-06-18 13:45:00-04:00,135.61500549316406,136.0800018310547,135.57009887695312,136.02499389648438,136.02499389648438,4126410
2024-06-18 13:50:00-04:00,136.02499389648438,136.25,135.8699951171875,136.2100067138672,136.2100067138672,3621485
2024-06-18 13:55:00-04:00,136.2198944091797,136.22999572753906,135.6999969482422,135.74000549316406,135.74000549316406,3135787
2024-06-18 14:00:00-04:00,135.75,135.92999267578125,135.07000732421875,135.39999389648438,135.39999389648438,4473291
2024-06-18 14:05:00-04:00,135.41000366210938,136.0399932861328,135.39999389648438,135.96499633789062,135.96499633789062,3744997
2024-06-18 14:10:00-04:00,135.96499633789062,136.3000030517578,135.8699951171875,136.2100067138672,136.2100067138672,3646223
2024-06-18 14:15:00-04:00,136.2100067138672,136.3300018310547,135.9600067138672,136.0399932861328,136.0399932861328,3197327
2024-06-18 14:20:00-04:00,136.03500366210938,136.1699981689453,135.75,135.7899932861328,135.7899932861328,3017086
2024-06-18 14:25:00-04:00,135.79010009765625,135.9600067138672,135.66000366210938,135.875,135.875,2248248
2024-06-18 14:30:00-04:00,135.86500549316406,135.9600067138672,135.60000610351562,135.88999938964844,135.88999938964844,2174275
2024-06-18 14:35:00-04:00,135.88999938964844,135.94000244140625,135.55999755859375,135.71009826660156,135.71009826660156,1992948
2024-06-18 14:40:00-04:00,135.72000122070312,135.77999877929688,135.36000061035156,135.57000732421875,135.57000732421875,2515158
2024-06-18 14:45:00-04:00,135.57000732421875,135.9199981689453,135.50999450683594,135.72000122070312,135.72000122070312,2029383
2024-06-18 14:50:00-04:00,135.7050018310547,135.99000549316406,135.69000244140625,135.89999389648438,135.89999389648438,2145570
2024-06-18 14:55:00-04:00,135.90499877929688,136.22000122070312,135.89999389648438,136.1300048828125,136.1300048828125,2570698
2024-06-18 15:00:00-04:00,136.13999938964844,136.13999938964844,135.3800048828125,135.4149932861328,135.4149932861328,3448210
2024-06-18 15:05:00-04:00,135.41709899902344,135.6699981689453,135.33999633789062,135.61000061035156,135.61000061035156,2384218
2024-06-18 15:10:00-04:00,135.6199951171875,135.64999389648438,135.41000366210938,135.4600067138672,135.4600067138672,1860217
2024-06-18 15:15:00-04:00,135.47000122070312,135.99000549316406,135.39999389648438,135.75999450683594,135.75999450683594,2603815
2024-06-18 15:20:00-04:00,135.7698974609375,136.00999450683594,135.6199951171875,135.82000732421875,135.82000732421875,2547659
2024-06-18 15:25:00-04:00,135.82000732421875,135.8258056640625,135.52999877929688,135.72000122070312,135.72000122070312,2375827
2024-06-18 15:30:00-04:00,135.71009826660156,135.7799072265625,135.50999450683594,135.5800018310547,135.5800018310547,2036150
2024-06-18 15:35:00-04:00,135.5800018310547,135.6999969482422,135.25999450683594,135.6300048828125,135.6300048828125,3236674
